Id,satisfaction_v2,Gate location,Cleanliness
76520,dissatisfied,Tres satisfait,Satisfait
81838,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
124511,satisfied,Satisfait,Tres satisfait
34949,satisfied,"Ni satisfait, ni insatisfait",Pas du tout satisfait
11087,satisfied,Satisfait,Satisfait
9720,satisfied,Tres satisfait,Satisfait
126598,satisfied,Satisfait,Tres satisfait
119910,satisfied,Peu satisfait,Tres satisfait
33468,dissatisfied,Peu satisfait,Tres satisfait
34160,dissatisfied,Pas du tout satisfait,Satisfait
58132,dissatisfied,Pas du tout satisfait,Satisfait
55375,dissatisfied,Satisfait,Satisfait
123320,satisfied,Pas du tout satisfait,Tres satisfait
102214,satisfied,Peu satisfait,Satisfait
64346,satisfied,"Ni satisfait, ni insatisfait",Satisfait
39292,satisfied,Satisfait,"Ni satisfait, ni insatisfait"
60522,satisfied,Satisfait,Tres satisfait
20426,satisfied,Peu satisfait,Satisfait
91125,satisfied,"Ni satisfait, ni insatisfait",Satisfait
102028,satisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
99291,satisfied,Peu satisfait,"Ni satisfait, ni insatisfait"
42971,dissatisfied,Satisfait,Satisfait
118963,satisfied,Satisfait,Tres satisfait
77440,satisfied,Satisfait,Satisfait
74809,dissatisfied,Peu satisfait,Peu satisfait
73072,satisfied,Pas du tout satisfait,Peu satisfait
39061,satisfied,Peu satisfait,Satisfait
41207,dissatisfied,"Ni satisfait, ni insatisfait",Satisfait
46194,dissatisfied,Pas du tout satisfait,Peu satisfait
105544,satisfied,"Ni satisfait, ni insatisfait",Satisfait
115709,satisfied,Tres satisfait,Satisfait
35823,satisfied,Satisfait,Tres satisfait
10679,dissatisfied,Pas du tout satisfait,"Ni satisfait, ni insatisfait"
71784,dissatisfied,Peu satisfait,Peu satisfait
105271,satisfied,Peu satisfait,Satisfait
15164,satisfied,Pas du tout satisfait,Satisfait
108075,satisfied,Pas du tout satisfait,Satisfait
52008,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
29826,dissatisfied,Peu satisfait,Tres satisfait
105597,satisfied,"Ni satisfait, ni insatisfait",Satisfait
12120,satisfied,Tres satisfait,Satisfait
116052,satisfied,"Ni satisfait, ni insatisfait",Tres satisfait
3034,dissatisfied,Satisfait,Satisfait
93184,satisfied,Peu satisfait,Satisfait
17846,satisfied,Peu satisfait,Satisfait
76975,dissatisfied,"Ni satisfait, ni insatisfait","Ni satisfait, ni insatisfait"
20287,dissatisfied,Tres satisfait,Tres satisfait
